1000 тестов каждого вида выборок, выборки генерируются заново в цикле
 №   | выборка, чел | последовательно | параллельно   | разность, сек | %
 3200| 100000       | 0,0114386       | 0,0050524     | 0,0063862     | -55,8 
 3201| 100000       | 0,0114512       | 0,0047610     | 0,0066902     | -58,4 
 3202| 100000       | 0,0113903       | 0,0047890     | 0,0066013     | -58,0 
 3203| 100000       | 0,0114279       | 0,0049749     | 0,0064530     | -56,5 
 3204| 100000       | 0,0115092       | 0,0047610     | 0,0067482     | -58,6 
 3205| 100000       | 0,0115015       | 0,0060264     | 0,0054751     | -47,6 
 3206| 100000       | 0,0117015       | 0,0048084     | 0,0068931     | -58,9 
 3207| 100000       | 0,0115582       | 0,0049313     | 0,0066269     | -57,3 
 3208| 100000       | 0,0093785       | 0,0037238     | 0,0056547     | -60,3 
 3209| 100000       | 0,0116080       | 0,0048936     | 0,0067144     | -57,8 
 3210| 100000       | 0,0115485       | 0,0047554     | 0,0067931     | -58,8 
 3211| 100000       | 0,0120602       | 0,0051328     | 0,0069274     | -57,4 
 3212| 100000       | 0,0114811       | 0,0051178     | 0,0063633     | -55,4 
 3213| 100000       | 0,0115009       | 0,0049015     | 0,0065994     | -57,4 
 3214| 100000       | 0,0116096       | 0,0050776     | 0,0065320     | -56,3 
 3215| 100000       | 0,0114668       | 0,0050911     | 0,0063757     | -55,6 
 3216| 100000       | 0,0115012       | 0,0049346     | 0,0065666     | -57,1 
 3217| 100000       | 0,0114608       | 0,0050500     | 0,0064108     | -55,9 
 3218| 100000       | 0,0105571       | 0,0043088     | 0,0062483     | -59,2 
 3219| 100000       | 0,0116936       | 0,0050832     | 0,0066104     | -56,5 
 3220| 100000       | 0,0114288       | 0,0049535     | 0,0064753     | -56,7 
 3221| 100000       | 0,0117345       | 0,0047550     | 0,0069795     | -59,5 
 3222| 100000       | 0,0114986       | 0,0049525     | 0,0065461     | -56,9 
 3223| 100000       | 0,0115656       | 0,0050389     | 0,0065267     | -56,4 
 3224| 100000       | 0,0115176       | 0,0048177     | 0,0066999     | -58,2 
 3225| 100000       | 0,0114922       | 0,0051355     | 0,0063567     | -55,3 
 3226| 100000       | 0,0114078       | 0,0047657     | 0,0066421     | -58,2 
 3227| 100000       | 0,0118678       | 0,0049811     | 0,0068867     | -58,0 
 3228| 100000       | 0,0108223       | 0,0044060     | 0,0064163     | -59,3 
 3229| 100000       | 0,0115817       | 0,0049817     | 0,0066000     | -57,0 
 3230| 100000       | 0,0116467       | 0,0049699     | 0,0066768     | -57,3 
 3231| 100000       | 0,0118260       | 0,0049297     | 0,0068963     | -58,3 
 3232| 100000       | 0,0114067       | 0,0050015     | 0,0064052     | -56,2 
 3233| 100000       | 0,0114327       | 0,0049440     | 0,0064887     | -56,8 
 3234| 100000       | 0,0116521       | 0,0048178     | 0,0068343     | -58,7 
 3235| 100000       | 0,0114473       | 0,0052528     | 0,0061945     | -54,1 
 3236| 100000       | 0,0115523       | 0,0048692     | 0,0066831     | -57,9 
 3237| 100000       | 0,0115058       | 0,0047351     | 0,0067707     | -58,8 
 3238| 100000       | 0,0111334       | 0,0047427     | 0,0063907     | -57,4 
 3239| 100000       | 0,0114927       | 0,0047779     | 0,0067148     | -58,4 
 3240| 100000       | 0,0116580       | 0,0050341     | 0,0066239     | -56,8 
 3241| 100000       | 0,0113974       | 0,0049682     | 0,0064292     | -56,4 
 3242| 100000       | 0,0114918       | 0,0048663     | 0,0066255     | -57,7 
 3243| 100000       | 0,0118460       | 0,0049732     | 0,0068728     | -58,0 
 3244| 100000       | 0,0113356       | 0,0052711     | 0,0060645     | -53,5 
 3245| 100000       | 0,0116324       | 0,0052972     | 0,0063352     | -54,5 
 3246| 100000       | 0,0113515       | 0,0047746     | 0,0065769     | -57,9 
 3247| 100000       | 0,0114272       | 0,0078757     | 0,0035515     | -31,1 
 3248| 100000       | 0,0113101       | 0,0051972     | 0,0061129     | -54,0 
 3249| 100000       | 0,0115052       | 0,0050983     | 0,0064069     | -55,7 
 3250| 100000       | 0,0117621       | 0,0049108     | 0,0068513     | -58,2 
 3251| 100000       | 0,0113920       | 0,0052818     | 0,0061102     | -53,6 
 3252| 100000       | 0,0114627       | 0,0050529     | 0,0064098     | -55,9 
 3253| 100000       | 0,0114039       | 0,0049392     | 0,0064647     | -56,7 
 3254| 100000       | 0,0113433       | 0,0051477     | 0,0061956     | -54,6 
 3255| 100000       | 0,0118831       | 0,0048977     | 0,0069854     | -58,8 
 3256| 100000       | 0,0116221       | 0,0052588     | 0,0063633     | -54,8 
 3257| 100000       | 0,0087179       | 0,0038053     | 0,0049126     | -56,4 
 3258| 100000       | 0,0114411       | 0,0051376     | 0,0063035     | -55,1 
 3259| 100000       | 0,0116587       | 0,0048681     | 0,0067906     | -58,2 
 3260| 100000       | 0,0113626       | 0,0051242     | 0,0062384     | -54,9 
 3261| 100000       | 0,0121263       | 0,0051036     | 0,0070227     | -57,9 
 3262| 100000       | 0,0113804       | 0,0049200     | 0,0064604     | -56,8 
 3263| 100000       | 0,0114208       | 0,0049064     | 0,0065144     | -57,0 
 3264| 100000       | 0,0116188       | 0,0050016     | 0,0066172     | -57,0 
 3265| 100000       | 0,0114922       | 0,0048748     | 0,0066174     | -57,6 
 3266| 100000       | 0,0113967       | 0,0052866     | 0,0061101     | -53,6 
 3267| 100000       | 0,0100593       | 0,0038523     | 0,0062070     | -61,7 
 3268| 100000       | 0,0114066       | 0,0050289     | 0,0063777     | -55,9 
 3269| 100000       | 0,0113992       | 0,0050567     | 0,0063425     | -55,6 
 3270| 100000       | 0,0114044       | 0,0050195     | 0,0063849     | -56,0 
 3271| 100000       | 0,0117034       | 0,0047871     | 0,0069163     | -59,1 
 3272| 100000       | 0,0113522       | 0,0050433     | 0,0063089     | -55,6 
 3273| 100000       | 0,0114116       | 0,0050814     | 0,0063302     | -55,5 
 3274| 100000       | 0,0114410       | 0,0049231     | 0,0065179     | -57,0 
 3275| 100000       | 0,0113779       | 0,0049767     | 0,0064012     | -56,3 
 3276| 100000       | 0,0114196       | 0,0048522     | 0,0065674     | -57,5 
 3277| 100000       | 0,0105618       | 0,0042218     | 0,0063400     | -60,0 
 3278| 100000       | 0,0112928       | 0,0050367     | 0,0062561     | -55,4 
 3279| 100000       | 0,0118248       | 0,0047302     | 0,0070946     | -60,0 
 3280| 100000       | 0,0116188       | 0,0050133     | 0,0066055     | -56,9 
 3281| 100000       | 0,0114282       | 0,0051439     | 0,0062843     | -55,0 
 3282| 100000       | 0,0115969       | 0,0049908     | 0,0066061     | -57,0 
 3283| 100000       | 0,0115836       | 0,0051300     | 0,0064536     | -55,7 
 3284| 100000       | 0,0113576       | 0,0050937     | 0,0062639     | -55,2 
 3285| 100000       | 0,0114137       | 0,0048668     | 0,0065469     | -57,4 
 3286| 100000       | 0,0115050       | 0,0051212     | 0,0063838     | -55,5 
 3287| 100000       | 0,0108777       | 0,0048546     | 0,0060231     | -55,4 
 3288| 100000       | 0,0116968       | 0,0049395     | 0,0067573     | -57,8 
 3289| 100000       | 0,0115053       | 0,0049266     | 0,0065787     | -57,2 
 3290| 100000       | 0,0113374       | 0,0050759     | 0,0062615     | -55,2 
 3291| 100000       | 0,0115122       | 0,0050910     | 0,0064212     | -55,8 
 3292| 100000       | 0,0114947       | 0,0052437     | 0,0062510     | -54,4 
 3293| 100000       | 0,0114515       | 0,0048522     | 0,0065993     | -57,6 
 3294| 100000       | 0,0116307       | 0,0050658     | 0,0065649     | -56,4 
 3295| 100000       | 0,0119197       | 0,0050671     | 0,0068526     | -57,5 
 3296| 100000       | 0,0112991       | 0,0051054     | 0,0061937     | -54,8 
 3297| 100000       | 0,0113138       | 0,0048199     | 0,0064939     | -57,4 
 3298| 100000       | 0,0114829       | 0,0051144     | 0,0063685     | -55,5 
 3299| 100000       | 0,0113875       | 0,0049422     | 0,0064453     | -56,6 
 3300| 100000       | 0,0117079       | 0,0048040     | 0,0069039     | -59,0 
 3301| 100000       | 0,0114909       | 0,0050476     | 0,0064433     | -56,1 
 3302| 100000       | 0,0113483       | 0,0051243     | 0,0062240     | -54,8 
 3303| 100000       | 0,0114498       | 0,0049287     | 0,0065211     | -57,0 
 3304| 100000       | 0,0115330       | 0,0053621     | 0,0061709     | -53,5 
 3305| 100000       | 0,0113593       | 0,0050929     | 0,0062664     | -55,2 
 3306| 100000       | 0,0113950       | 0,0077048     | 0,0036902     | -32,4 
 3307| 100000       | 0,0114731       | 0,0049665     | 0,0065066     | -56,7 
 3308| 100000       | 0,0116222       | 0,0048244     | 0,0067978     | -58,5 
 3309| 100000       | 0,0115019       | 0,0049361     | 0,0065658     | -57,1 
 3310| 100000       | 0,0114701       | 0,0048698     | 0,0066003     | -57,5 
 3311| 100000       | 0,0115496       | 0,0051473     | 0,0064023     | -55,4 
 3312| 100000       | 0,0115271       | 0,0048807     | 0,0066464     | -57,7 
 3313| 100000       | 0,0115294       | 0,0047833     | 0,0067461     | -58,5 
 3314| 100000       | 0,0113432       | 0,0050619     | 0,0062813     | -55,4 
 3315| 100000       | 0,0115821       | 0,0051406     | 0,0064415     | -55,6 
 3316| 100000       | 0,0091553       | 0,0035305     | 0,0056248     | -61,4 
 3317| 100000       | 0,0114904       | 0,0048429     | 0,0066475     | -57,9 
 3318| 100000       | 0,0117825       | 0,0049526     | 0,0068299     | -58,0 
 3319| 100000       | 0,0114307       | 0,0048602     | 0,0065705     | -57,5 
 3320| 100000       | 0,0114093       | 0,0051115     | 0,0062978     | -55,2 
 3321| 100000       | 0,0114579       | 0,0050577     | 0,0064002     | -55,9 
 3322| 100000       | 0,0117306       | 0,0049358     | 0,0067948     | -57,9 
 3323| 100000       | 0,0113900       | 0,0050168     | 0,0063732     | -56,0 
 3324| 100000       | 0,0114294       | 0,0048898     | 0,0065396     | -57,2 
 3325| 100000       | 0,0117004       | 0,0048723     | 0,0068281     | -58,4 
 3326| 100000       | 0,0097260       | 0,0039028     | 0,0058232     | -59,9 
 3327| 100000       | 0,0114944       | 0,0048530     | 0,0066414     | -57,8 
 3328| 100000       | 0,0115875       | 0,0052242     | 0,0063633     | -54,9 
 3329| 100000       | 0,0115779       | 0,0047302     | 0,0068477     | -59,1 
 3330| 100000       | 0,0115145       | 0,0050081     | 0,0065064     | -56,5 
 3331| 100000       | 0,0114154       | 0,0049016     | 0,0065138     | -57,1 
 3332| 100000       | 0,0114924       | 0,0051318     | 0,0063606     | -55,3 
 3333| 100000       | 0,0117629       | 0,0049236     | 0,0068393     | -58,1 
 3334| 100000       | 0,0114688       | 0,0047406     | 0,0067282     | -58,7 
 3335| 100000       | 0,0113304       | 0,0048514     | 0,0064790     | -57,2 
 3336| 100000       | 0,0105046       | 0,0042824     | 0,0062222     | -59,2 
 3337| 100000       | 0,0114278       | 0,0051474     | 0,0062804     | -55,0 
 3338| 100000       | 0,0112991       | 0,0049543     | 0,0063448     | -56,2 
 3339| 100000       | 0,0114622       | 0,0049808     | 0,0064814     | -56,5 
 3340| 100000       | 0,0115579       | 0,0047724     | 0,0067855     | -58,7 
 3341| 100000       | 0,0115934       | 0,0048749     | 0,0067185     | -58,0 
 3342| 100000       | 0,0115096       | 0,0050207     | 0,0064889     | -56,4 
 3343| 100000       | 0,0114170       | 0,0052959     | 0,0061211     | -53,6 
 3344| 100000       | 0,0115381       | 0,0050420     | 0,0064961     | -56,3 
 3345| 100000       | 0,0114859       | 0,0050337     | 0,0064522     | -56,2 
 3346| 100000       | 0,0109899       | 0,0045579     | 0,0064320     | -58,5 
 3347| 100000       | 0,0114458       | 0,0052516     | 0,0061942     | -54,1 
 3348| 100000       | 0,0113335       | 0,0049761     | 0,0063574     | -56,1 
 3349| 100000       | 0,0114670       | 0,0048425     | 0,0066245     | -57,8 
 3350| 100000       | 0,0113066       | 0,0052561     | 0,0060505     | -53,5 
 3351| 100000       | 0,0113853       | 0,0052186     | 0,0061667     | -54,2 
 3352| 100000       | 0,0116747       | 0,0048669     | 0,0068078     | -58,3 
 3353| 100000       | 0,0113797       | 0,0053940     | 0,0059857     | -52,6 
 3354| 100000       | 0,0118773       | 0,0049131     | 0,0069642     | -58,6 
 3355| 100000       | 0,0114860       | 0,0048411     | 0,0066449     | -57,9 
 3356| 100000       | 0,0114131       | 0,0048842     | 0,0065289     | -57,2 
 3357| 100000       | 0,0115453       | 0,0048049     | 0,0067404     | -58,4 
 3358| 100000       | 0,0114396       | 0,0049119     | 0,0065277     | -57,1 
 3359| 100000       | 0,0117663       | 0,0048185     | 0,0069478     | -59,0 
 3360| 100000       | 0,0114523       | 0,0051650     | 0,0062873     | -54,9 
 3361| 100000       | 0,0114771       | 0,0049642     | 0,0065129     | -56,7 
 3362| 100000       | 0,0119502       | 0,0048995     | 0,0070507     | -59,0 
 3363| 100000       | 0,0113557       | 0,0048564     | 0,0064993     | -57,2 
 3364| 100000       | 0,0114659       | 0,0047999     | 0,0066660     | -58,1 
 3365| 100000       | 0,0075016       | 0,0030418     | 0,0044598     | -59,5 
 3366| 100000       | 0,0114059       | 0,0052984     | 0,0061075     | -53,5 
 3367| 100000       | 0,0119057       | 0,0050082     | 0,0068975     | -57,9 
 3368| 100000       | 0,0113428       | 0,0051035     | 0,0062393     | -55,0 
 3369| 100000       | 0,0115907       | 0,0047156     | 0,0068751     | -59,3 
 3370| 100000       | 0,0116832       | 0,0048791     | 0,0068041     | -58,2 
 3371| 100000       | 0,0114634       | 0,0049923     | 0,0064711     | -56,5 
 3372| 100000       | 0,0115030       | 0,0049866     | 0,0065164     | -56,6 
 3373| 100000       | 0,0113944       | 0,0049616     | 0,0064328     | -56,5 
 3374| 100000       | 0,0113696       | 0,0049096     | 0,0064600     | -56,8 
 3375| 100000       | 0,0087803       | 0,0036286     | 0,0051517     | -58,7 
 3376| 100000       | 0,0114974       | 0,0049327     | 0,0065647     | -57,1 
 3377| 100000       | 0,0113665       | 0,0049978     | 0,0063687     | -56,0 
 3378| 100000       | 0,0117986       | 0,0050377     | 0,0067609     | -57,3 
 3379| 100000       | 0,0117310       | 0,0052316     | 0,0064994     | -55,4 
 3380| 100000       | 0,0113912       | 0,0052446     | 0,0061466     | -54,0 
 3381| 100000       | 0,0115512       | 0,0050368     | 0,0065144     | -56,4 
 3382| 100000       | 0,0113767       | 0,0049628     | 0,0064139     | -56,4 
 3383| 100000       | 0,0114652       | 0,0050534     | 0,0064118     | -55,9 
 3384| 100000       | 0,0114723       | 0,0048277     | 0,0066446     | -57,9 
 3385| 100000       | 0,0098478       | 0,0039249     | 0,0059229     | -60,1 
 3386| 100000       | 0,0119768       | 0,0057995     | 0,0061773     | -51,6 
 3387| 100000       | 0,0114842       | 0,0052137     | 0,0062705     | -54,6 
 3388| 100000       | 0,0115805       | 0,0051713     | 0,0064092     | -55,3 
 3389| 100000       | 0,0116325       | 0,0048414     | 0,0067911     | -58,4 
 3390| 100000       | 0,0114554       | 0,0049550     | 0,0065004     | -56,7 
 3391| 100000       | 0,0119971       | 0,0049173     | 0,0070798     | -59,0 
 3392| 100000       | 0,0134908       | 0,0047379     | 0,0087529     | -64,9 
 3393| 100000       | 0,0116441       | 0,0048227     | 0,0068214     | -58,6 
 3394| 100000       | 0,0115207       | 0,0049094     | 0,0066113     | -57,4 
 3395| 100000       | 0,0103850       | 0,0042486     | 0,0061364     | -59,1 
 3396| 100000       | 0,0116422       | 0,0052698     | 0,0063724     | -54,7 
 3397| 100000       | 0,0114159       | 0,0046647     | 0,0067512     | -59,1 
 3398| 100000       | 0,0115271       | 0,0049295     | 0,0065976     | -57,2 
 3399| 100000       | 0,0113970       | 0,0053423     | 0,0060547     | -53,1 
 3400| 100000       | 0,0115342       | 0,0049064     | 0,0066278     | -57,5 
 3401| 100000       | 0,0114782       | 0,0048325     | 0,0066457     | -57,9 
 3402| 100000       | 0,0114604       | 0,0049238     | 0,0065366     | -57,0 
 3403| 100000       | 0,0116166       | 0,0049924     | 0,0066242     | -57,0 
 3404| 100000       | 0,0115345       | 0,0051293     | 0,0064052     | -55,5 
 3405| 100000       | 0,0107877       | 0,0046842     | 0,0061035     | -56,6 
 3406| 100000       | 0,0115043       | 0,0050812     | 0,0064231     | -55,8 
 3407| 100000       | 0,0115658       | 0,0048841     | 0,0066817     | -57,8 
 3408| 100000       | 0,0115620       | 0,0054577     | 0,0061043     | -52,8 
 3409| 100000       | 0,0114903       | 0,0050512     | 0,0064391     | -56,0 
 3410| 100000       | 0,0116520       | 0,0049062     | 0,0067458     | -57,9 
 3411| 100000       | 0,0114246       | 0,0048867     | 0,0065379     | -57,2 
 3412| 100000       | 0,0115183       | 0,0048563     | 0,0066620     | -57,8 
 3413| 100000       | 0,0114251       | 0,0047037     | 0,0067214     | -58,8 
 3414| 100000       | 0,0114068       | 0,0092321     | 0,0021747     | -19,1 
